Product Group ID,Product Group Name,Description,Category,Target Market,Average Price Range,Key Features,Launch Date,Discontinuation Date,Market Share
750,Computing,Speakers and soundbars,Home Goods,Families,200$ - 500$,Smart Connectivity,4/13/2023,N/A,40%
751,Computing,Laptops and desktops,Home Goods,General Public,350$ - 500$,Touchscreen,6/29/2022,N/A,25%
752,Audio Equipment,Smartphones and tablets,Electronics,General Public,70$ - 310$,High Performance,6/16/2022,N/A,10%
753,Mobile Devices,Headphones and wearables,Home Goods,Families,100$ - 300$,Touchscreen,4/25/2023,N/A,40%
754,Audio Equipment,Laptops and desktops,Home Goods,General Public,50$ - 200$,High Performance,1/7/2023,N/A,50%
755,Audio Equipment,Headphones and wearables,Electronics,Audiophiles,350$ - 500$,Camera,8/6/2022,N/A,20%
756,Home Appliances,Smartphones and tablets,Electronics,Professionals,50$ - 200$,Wireless,12/23/2022,N/A,20%
757,Audio Equipment,Smartphones and tablets,Home Goods,Youth,30$ - 99$,Wireless,3/29/2023,N/A,15%
758,Accessories,Headphones and wearables,Electronics,Youth,50$ - 200$,Wireless,12/29/2022,N/A,30%
759,Accessories,Speakers and soundbars,Electronics,General Public,30$ - 99$,High Fidelity Audio,12/20/2022,N/A,40%
760,Home Appliances,Laptops and desktops,Electronics,General Public,200$ - 500$,Durable,4/23/2023,N/A,35%
761,Accessories,Smartphones and tablets,Electronics,Audiophiles,50$ - 200$,Camera,4/24/2023,N/A,35%
762,Accessories,Smartphones and tablets,Electronics,Families,70$ - 310$,Wireless,3/16/2023,N/A,50%
763,Home Appliances,Speakers and soundbars,Electronics,Families,200$ - 500$,Touchscreen,5/12/2023,N/A,20%
764,Audio Equipment,Laptops and desktops,Home Goods,Families,50$ - 200$,High Performance,6/7/2023,N/A,15%
765,Computing,Smart home devices,Electronics,Audiophiles,50$ - 200$,Touchscreen,10/3/2022,N/A,40%
766,Mobile Devices,Smart home devices,Home Goods,Professionals,200$ - 500$,High Fidelity Audio,10/1/2022,N/A,10%
767,Home Appliances,Smart home devices,Electronics,General Public,30$ - 99$,Durable,10/23/2022,N/A,15%
768,Accessories,Laptops and desktops,Electronics,Youth,200$ - 500$,High Fidelity Audio,3/31/2023,N/A,10%
769,Accessories,Smartphones and tablets,Electronics,Audiophiles,30$ - 99$,Touchscreen,4/17/2023,N/A,50%
770,Computing,Headphones and wearables,Home Goods,Families,350$ - 500$,High Fidelity Audio,4/28/2023,N/A,30%
771,Audio Equipment,Speakers and soundbars,Electronics,Audiophiles,100$ - 300$,High Performance,12/5/2022,N/A,35%
772,Accessories,Smart home devices,Home Goods,Youth,70$ - 310$,Touchscreen,10/9/2022,N/A,5%
773,Computing,Smart home devices,Electronics,Professionals,350$ - 500$,Camera,11/22/2022,N/A,10%
774,Accessories,Speakers and soundbars,Home Goods,Audiophiles,350$ - 500$,High Performance,7/2/2022,N/A,40%
775,Audio Equipment,Laptops and desktops,Electronics,General Public,70$ - 310$,Smart Connectivity,10/26/2022,N/A,50%
776,Audio Equipment,Speakers and soundbars,Electronics,Audiophiles,350$ - 500$,Camera,4/28/2023,N/A,50%
777,Accessories,Smart home devices,Electronics,Audiophiles,70$ - 310$,Camera,4/22/2023,N/A,30%
778,Accessories,Smartphones and tablets,Home Goods,General Public,100$ - 300$,Touchscreen,11/13/2022,N/A,40%
779,Accessories,Smart home devices,Electronics,Professionals,200$ - 500$,High Fidelity Audio,12/19/2022,N/A,5%
780,Home Appliances,Smartphones and tablets,Home Goods,Youth,30$ - 99$,Smart Connectivity,9/9/2022,N/A,35%
781,Audio Equipment,Headphones and wearables,Electronics,Audiophiles,350$ - 500$,Touchscreen,5/9/2023,N/A,30%
782,Home Appliances,Headphones and wearables,Home Goods,Audiophiles,50$ - 200$,Durable,9/26/2022,N/A,10%
783,Computing,Laptops and desktops,Electronics,Families,200$ - 500$,High Fidelity Audio,2/18/2023,N/A,15%
784,Audio Equipment,Smartphones and tablets,Electronics,General Public,100$ - 300$,Touchscreen,5/11/2023,N/A,30%
785,Home Appliances,Smartphones and tablets,Electronics,Professionals,50$ - 200$,Smart Connectivity,1/23/2023,N/A,50%
786,Mobile Devices,Speakers and soundbars,Home Goods,Professionals,70$ - 310$,Smart Connectivity,10/16/2022,N/A,5%
787,Accessories,Speakers and soundbars,Home Goods,Professionals,70$ - 310$,High Fidelity Audio,7/16/2022,N/A,10%
788,Computing,Headphones and wearables,Home Goods,General Public,30$ - 99$,Durable,10/11/2022,N/A,5%
789,Mobile Devices,Headphones and wearables,Electronics,Professionals,70$ - 310$,Touchscreen,5/21/2023,N/A,50%
790,Accessories,Headphones and wearables,Electronics,Youth,350$ - 500$,High Fidelity Audio,8/28/2022,N/A,15%
791,Home Appliances,Smartphones and tablets,Home Goods,Youth,100$ - 300$,Smart Connectivity,10/9/2022,N/A,20%
792,Mobile Devices,Laptops and desktops,Electronics,Youth,70$ - 310$,Touchscreen,12/10/2022,N/A,15%
793,Accessories,Headphones and wearables,Electronics,Families,200$ - 500$,Camera,7/12/2022,N/A,20%
794,Computing,Speakers and soundbars,Electronics,Youth,70$ - 310$,Camera,5/11/2023,N/A,35%
795,Audio Equipment,Headphones and wearables,Electronics,Youth,50$ - 200$,Touchscreen,5/12/2023,N/A,35%
796,Audio Equipment,Headphones and wearables,Home Goods,Audiophiles,30$ - 99$,Camera,9/27/2022,N/A,10%
797,Audio Equipment,Speakers and soundbars,Home Goods,Families,50$ - 200$,Smart Connectivity,1/14/2023,N/A,5%
798,Accessories,Smartphones and tablets,Electronics,Professionals,350$ - 500$,Wireless,10/24/2022,N/A,30%
799,Computing,Smart home devices,Electronics,Families,100$ - 300$,High Performance,6/15/2022,N/A,5%
800,Computing,Smartphones and tablets,Electronics,Audiophiles,30$ - 99$,Touchscreen,12/13/2022,N/A,20%
801,Home Appliances,Laptops and desktops,Home Goods,Families,350$ - 500$,High Performance,7/24/2022,N/A,40%
802,Home Appliances,Smartphones and tablets,Electronics,Families,350$ - 500$,Wireless,7/26/2022,N/A,5%
803,Mobile Devices,Headphones and wearables,Electronics,General Public,30$ - 99$,Durable,5/30/2023,N/A,50%
804,Accessories,Laptops and desktops,Electronics,Families,50$ - 200$,Touchscreen,2/17/2023,N/A,40%
805,Home Appliances,Laptops and desktops,Electronics,Audiophiles,50$ - 200$,High Performance,5/26/2023,N/A,5%
806,Mobile Devices,Laptops and desktops,Electronics,Audiophiles,200$ - 500$,Smart Connectivity,1/30/2023,N/A,5%
807,Computing,Speakers and soundbars,Electronics,Families,200$ - 500$,High Performance,2/4/2023,N/A,40%
808,Computing,Speakers and soundbars,Electronics,Youth,70$ - 310$,Wireless,11/21/2022,N/A,15%
809,Home Appliances,Headphones and wearables,Electronics,General Public,70$ - 310$,High Performance,11/29/2022,N/A,30%
810,Mobile Devices,Headphones and wearables,Home Goods,Professionals,100$ - 300$,Smart Connectivity,4/18/2023,N/A,10%
811,Audio Equipment,Smartphones and tablets,Home Goods,Professionals,30$ - 99$,Camera,11/22/2022,N/A,5%
812,Computing,Smart home devices,Home Goods,Youth,30$ - 99$,High Performance,9/2/2022,N/A,10%
813,Audio Equipment,Headphones and wearables,Electronics,Audiophiles,350$ - 500$,Wireless,4/21/2023,N/A,40%
814,Home Appliances,Laptops and desktops,Electronics,Audiophiles,30$ - 99$,High Performance,5/19/2023,N/A,5%
815,Computing,Speakers and soundbars,Home Goods,Families,100$ - 300$,High Fidelity Audio,9/3/2022,N/A,5%
816,Audio Equipment,Speakers and soundbars,Electronics,Youth,50$ - 200$,Durable,4/15/2023,N/A,30%
817,Computing,Headphones and wearables,Home Goods,Families,350$ - 500$,High Fidelity Audio,12/24/2022,N/A,5%
818,Audio Equipment,Smart home devices,Electronics,Professionals,30$ - 99$,High Performance,7/12/2022,N/A,30%
819,Audio Equipment,Smart home devices,Electronics,Professionals,70$ - 310$,Touchscreen,11/28/2022,N/A,25%
820,Mobile Devices,Headphones and wearables,Home Goods,Audiophiles,350$ - 500$,Wireless,10/20/2022,N/A,20%
821,Accessories,Smartphones and tablets,Home Goods,General Public,50$ - 200$,Touchscreen,10/12/2022,N/A,10%
822,Audio Equipment,Laptops and desktops,Home Goods,General Public,100$ - 300$,Touchscreen,1/16/2023,N/A,40%
823,Mobile Devices,Smart home devices,Home Goods,Audiophiles,70$ - 310$,High Performance,5/27/2023,N/A,10%
824,Accessories,Speakers and soundbars,Home Goods,General Public,350$ - 500$,Wireless,5/14/2023,N/A,25%
825,Home Appliances,Speakers and soundbars,Electronics,Families,30$ - 99$,Wireless,6/7/2023,N/A,40%
826,Computing,Laptops and desktops,Home Goods,General Public,200$ - 500$,Smart Connectivity,9/29/2022,N/A,5%
827,Accessories,Smart home devices,Home Goods,Youth,30$ - 99$,Smart Connectivity,3/20/2023,N/A,35%
828,Computing,Smart home devices,Home Goods,Youth,70$ - 310$,Camera,10/31/2022,N/A,10%
829,Home Appliances,Smart home devices,Home Goods,General Public,350$ - 500$,High Performance,8/31/2022,N/A,25%
830,Mobile Devices,Smartphones and tablets,Home Goods,Youth,100$ - 300$,Touchscreen,6/23/2022,N/A,25%
831,Audio Equipment,Smart home devices,Home Goods,Families,70$ - 310$,Wireless,2/19/2023,N/A,30%
832,Audio Equipment,Speakers and soundbars,Electronics,Professionals,70$ - 310$,Camera,11/5/2022,N/A,5%
833,Accessories,Laptops and desktops,Electronics,Families,30$ - 99$,Wireless,12/25/2022,N/A,20%
834,Accessories,Smartphones and tablets,Home Goods,Audiophiles,350$ - 500$,Camera,11/5/2022,N/A,30%
835,Audio Equipment,Smart home devices,Home Goods,General Public,200$ - 500$,Smart Connectivity,6/27/2022,N/A,40%
836,Mobile Devices,Headphones and wearables,Home Goods,Youth,100$ - 300$,Touchscreen,9/12/2022,N/A,10%
837,Audio Equipment,Headphones and wearables,Home Goods,Youth,100$ - 300$,Smart Connectivity,8/4/2022,N/A,20%
838,Mobile Devices,Smart home devices,Electronics,Professionals,50$ - 200$,High Fidelity Audio,11/6/2022,N/A,30%
839,Audio Equipment,Speakers and soundbars,Home Goods,Youth,50$ - 200$,High Performance,11/30/2022,N/A,30%
840,Home Appliances,Speakers and soundbars,Electronics,Families,50$ - 200$,Camera,4/21/2023,N/A,30%
841,Audio Equipment,Speakers and soundbars,Electronics,Audiophiles,50$ - 200$,High Fidelity Audio,7/19/2022,N/A,40%
842,Accessories,Laptops and desktops,Home Goods,Families,70$ - 310$,Touchscreen,11/7/2022,N/A,5%
843,Mobile Devices,Smartphones and tablets,Home Goods,Audiophiles,100$ - 300$,High Fidelity Audio,6/3/2023,N/A,50%
844,Home Appliances,Speakers and soundbars,Home Goods,Youth,100$ - 300$,Wireless,10/27/2022,N/A,30%
845,Audio Equipment,Headphones and wearables,Home Goods,General Public,30$ - 99$,Touchscreen,9/26/2022,N/A,15%
846,Home Appliances,Speakers and soundbars,Electronics,Professionals,100$ - 300$,High Fidelity Audio,1/13/2023,N/A,35%
847,Computing,Speakers and soundbars,Home Goods,Audiophiles,50$ - 200$,Smart Connectivity,9/13/2022,N/A,10%
848,Home Appliances,Smart home devices,Home Goods,Families,70$ - 310$,High Performance,8/14/2022,N/A,50%
849,Computing,Smart home devices,Electronics,Families,200$ - 500$,Wireless,11/5/2022,N/A,50%
850,Computing,Smartphones and tablets,Electronics,General Public,70$ - 310$,Smart Connectivity,8/7/2022,N/A,30%
851,Accessories,Smartphones and tablets,Home Goods,Audiophiles,70$ - 310$,Touchscreen,11/27/2022,N/A,30%
852,Audio Equipment,Smartphones and tablets,Electronics,General Public,30$ - 99$,Durable,8/15/2022,N/A,20%
853,Computing,Smart home devices,Electronics,Families,100$ - 300$,High Fidelity Audio,2/12/2023,N/A,50%
854,Accessories,Headphones and wearables,Electronics,Youth,50$ - 200$,Smart Connectivity,7/10/2022,N/A,40%
855,Mobile Devices,Smart home devices,Home Goods,Professionals,50$ - 200$,Camera,9/13/2022,N/A,20%
856,Computing,Speakers and soundbars,Electronics,General Public,70$ - 310$,Camera,12/4/2022,N/A,35%
857,Audio Equipment,Smart home devices,Home Goods,Audiophiles,50$ - 200$,Touchscreen,6/14/2023,N/A,30%
858,Audio Equipment,Speakers and soundbars,Electronics,General Public,50$ - 200$,Touchscreen,7/1/2022,N/A,30%
859,Audio Equipment,Smart home devices,Home Goods,Families,100$ - 300$,Smart Connectivity,5/26/2023,N/A,25%
860,Mobile Devices,Smart home devices,Electronics,Audiophiles,200$ - 500$,Durable,7/5/2022,N/A,30%
861,Computing,Headphones and wearables,Home Goods,Families,30$ - 99$,High Performance,3/24/2023,N/A,35%
862,Audio Equipment,Headphones and wearables,Home Goods,Families,100$ - 300$,Smart Connectivity,1/28/2023,N/A,30%
863,Home Appliances,Headphones and wearables,Electronics,Audiophiles,30$ - 99$,Touchscreen,2/20/2023,N/A,5%
864,Computing,Smartphones and tablets,Home Goods,Youth,100$ - 300$,Camera,3/18/2023,N/A,50%
865,Home Appliances,Smartphones and tablets,Electronics,Professionals,30$ - 99$,Durable,11/24/2022,N/A,5%
866,Accessories,Smart home devices,Electronics,Audiophiles,100$ - 300$,Camera,12/29/2022,N/A,35%
867,Mobile Devices,Smart home devices,Electronics,Professionals,200$ - 500$,High Fidelity Audio,9/29/2022,N/A,15%
868,Audio Equipment,Smartphones and tablets,Home Goods,Professionals,50$ - 200$,Durable,9/1/2022,N/A,15%
869,Computing,Speakers and soundbars,Home Goods,Families,50$ - 200$,High Fidelity Audio,11/1/2022,N/A,15%
870,Mobile Devices,Laptops and desktops,Electronics,Professionals,100$ - 300$,Touchscreen,11/6/2022,N/A,40%
871,Mobile Devices,Smart home devices,Electronics,Families,350$ - 500$,Smart Connectivity,7/10/2022,N/A,40%
872,Computing,Laptops and desktops,Electronics,Audiophiles,100$ - 300$,Camera,1/24/2023,N/A,25%
873,Audio Equipment,Laptops and desktops,Home Goods,Families,350$ - 500$,Touchscreen,1/15/2023,N/A,20%
874,Home Appliances,Smartphones and tablets,Electronics,Audiophiles,50$ - 200$,Touchscreen,12/4/2022,N/A,30%
875,Audio Equipment,Laptops and desktops,Electronics,Professionals,350$ - 500$,High Fidelity Audio,8/13/2022,N/A,15%
876,Audio Equipment,Speakers and soundbars,Home Goods,Youth,50$ - 200$,Camera,7/11/2022,N/A,50%
877,Computing,Headphones and wearables,Home Goods,Families,30$ - 99$,Wireless,8/27/2022,N/A,35%
878,Accessories,Headphones and wearables,Electronics,Families,30$ - 99$,Camera,8/30/2022,N/A,15%
879,Audio Equipment,Smartphones and tablets,Home Goods,Professionals,100$ - 300$,Wireless,7/13/2022,N/A,15%
880,Computing,Smartphones and tablets,Home Goods,Professionals,350$ - 500$,Wireless,11/24/2022,N/A,50%
881,Audio Equipment,Speakers and soundbars,Electronics,Audiophiles,70$ - 310$,Durable,5/13/2023,N/A,25%
882,Audio Equipment,Smartphones and tablets,Electronics,Youth,100$ - 300$,Wireless,7/26/2022,N/A,25%
883,Mobile Devices,Laptops and desktops,Home Goods,Professionals,30$ - 99$,Wireless,6/20/2022,N/A,20%
884,Computing,Speakers and soundbars,Home Goods,Professionals,30$ - 99$,High Performance,7/24/2022,N/A,35%
885,Home Appliances,Laptops and desktops,Home Goods,Youth,50$ - 200$,Wireless,9/7/2022,N/A,5%
886,Accessories,Headphones and wearables,Electronics,Youth,50$ - 200$,High Performance,4/16/2023,N/A,35%
887,Mobile Devices,Smartphones and tablets,Home Goods,Youth,200$ - 500$,Durable,9/5/2022,N/A,50%
888,Mobile Devices,Smartphones and tablets,Electronics,Audiophiles,50$ - 200$,High Fidelity Audio,4/7/2023,N/A,40%
889,Home Appliances,Smart home devices,Electronics,Audiophiles,70$ - 310$,Wireless,6/12/2023,N/A,15%
890,Audio Equipment,Laptops and desktops,Home Goods,Professionals,200$ - 500$,Touchscreen,12/6/2022,N/A,5%
891,Accessories,Smartphones and tablets,Home Goods,Youth,30$ - 99$,Wireless,2/5/2023,N/A,50%
892,Computing,Headphones and wearables,Home Goods,Professionals,100$ - 300$,Camera,12/6/2022,N/A,30%
893,Mobile Devices,Laptops and desktops,Home Goods,Youth,350$ - 500$,High Fidelity Audio,2/2/2023,N/A,20%
894,Accessories,Headphones and wearables,Home Goods,Audiophiles,200$ - 500$,Smart Connectivity,12/17/2022,N/A,5%
895,Accessories,Headphones and wearables,Home Goods,Audiophiles,50$ - 200$,High Fidelity Audio,7/16/2022,N/A,5%
896,Mobile Devices,Speakers and soundbars,Electronics,General Public,350$ - 500$,Durable,8/28/2022,N/A,30%
897,Home Appliances,Headphones and wearables,Electronics,Professionals,200$ - 500$,High Performance,5/31/2023,N/A,5%
898,Audio Equipment,Smart home devices,Electronics,Youth,70$ - 310$,Wireless,9/27/2022,N/A,30%
899,Computing,Headphones and wearables,Home Goods,General Public,30$ - 99$,Smart Connectivity,6/14/2023,N/A,30%
900,Audio Equipment,Smartphones and tablets,Home Goods,Families,200$ - 500$,High Performance,8/24/2022,N/A,10%
901,Accessories,Smartphones and tablets,Home Goods,Audiophiles,50$ - 200$,High Fidelity Audio,5/30/2023,N/A,10%
902,Mobile Devices,Headphones and wearables,Electronics,General Public,100$ - 300$,Durable,9/27/2022,N/A,5%
903,Accessories,Laptops and desktops,Home Goods,General Public,350$ - 500$,Durable,5/18/2023,N/A,40%
904,Audio Equipment,Smartphones and tablets,Electronics,Professionals,200$ - 500$,Smart Connectivity,3/29/2023,N/A,25%
905,Mobile Devices,Headphones and wearables,Electronics,Professionals,30$ - 99$,High Fidelity Audio,2/26/2023,N/A,50%
906,Computing,Speakers and soundbars,Electronics,Professionals,50$ - 200$,High Fidelity Audio,11/18/2022,N/A,50%
907,Home Appliances,Smartphones and tablets,Electronics,Professionals,200$ - 500$,High Performance,5/5/2023,N/A,35%
908,Mobile Devices,Speakers and soundbars,Electronics,General Public,350$ - 500$,Camera,4/27/2023,N/A,30%
909,Computing,Smartphones and tablets,Electronics,Audiophiles,200$ - 500$,High Performance,9/4/2022,N/A,50%
910,Computing,Smart home devices,Home Goods,Professionals,30$ - 99$,Wireless,1/11/2023,N/A,15%
911,Accessories,Speakers and soundbars,Home Goods,Families,200$ - 500$,High Performance,5/17/2023,N/A,50%
912,Accessories,Headphones and wearables,Home Goods,Families,200$ - 500$,Wireless,2/17/2023,N/A,10%
913,Home Appliances,Smart home devices,Home Goods,General Public,50$ - 200$,Touchscreen,1/14/2023,N/A,30%
914,Audio Equipment,Laptops and desktops,Home Goods,Professionals,100$ - 300$,High Fidelity Audio,9/14/2022,N/A,35%
915,Accessories,Headphones and wearables,Home Goods,Audiophiles,70$ - 310$,Durable,5/14/2023,N/A,20%
916,Audio Equipment,Smartphones and tablets,Electronics,Youth,70$ - 310$,Wireless,12/23/2022,N/A,5%
917,Computing,Smart home devices,Electronics,Professionals,200$ - 500$,Wireless,9/2/2022,N/A,15%
918,Audio Equipment,Laptops and desktops,Home Goods,Youth,100$ - 300$,Camera,11/1/2022,N/A,40%
919,Home Appliances,Headphones and wearables,Home Goods,General Public,50$ - 200$,High Fidelity Audio,12/5/2022,N/A,35%
920,Mobile Devices,Speakers and soundbars,Home Goods,Families,50$ - 200$,Touchscreen,3/11/2023,N/A,30%
921,Computing,Laptops and desktops,Electronics,Youth,50$ - 200$,Durable,12/4/2022,N/A,35%
922,Audio Equipment,Headphones and wearables,Home Goods,Professionals,30$ - 99$,High Performance,9/2/2022,N/A,5%
923,Accessories,Smart home devices,Home Goods,General Public,70$ - 310$,Smart Connectivity,9/29/2022,N/A,30%
924,Accessories,Smart home devices,Home Goods,General Public,70$ - 310$,Camera,9/23/2022,N/A,50%
925,Mobile Devices,Laptops and desktops,Home Goods,Audiophiles,100$ - 300$,Touchscreen,9/13/2022,N/A,35%
926,Home Appliances,Speakers and soundbars,Home Goods,Families,350$ - 500$,Durable,10/12/2022,N/A,20%
927,Accessories,Laptops and desktops,Home Goods,Youth,350$ - 500$,Durable,5/18/2023,N/A,15%
928,Computing,Laptops and desktops,Home Goods,Families,70$ - 310$,Camera,6/24/2022,N/A,40%
929,Computing,Laptops and desktops,Home Goods,Youth,350$ - 500$,High Fidelity Audio,2/3/2023,N/A,20%
930,Computing,Headphones and wearables,Electronics,General Public,70$ - 310$,Wireless,4/14/2023,N/A,30%
931,Accessories,Laptops and desktops,Home Goods,Families,100$ - 300$,High Fidelity Audio,5/28/2023,N/A,5%
932,Accessories,Speakers and soundbars,Home Goods,Audiophiles,100$ - 300$,Wireless,8/21/2022,N/A,5%
933,Mobile Devices,Smartphones and tablets,Electronics,General Public,70$ - 310$,Wireless,10/13/2022,N/A,5%
934,Computing,Smart home devices,Electronics,Audiophiles,30$ - 99$,Wireless,10/29/2022,N/A,20%
935,Mobile Devices,Headphones and wearables,Electronics,Audiophiles,200$ - 500$,High Performance,11/23/2022,N/A,10%
936,Computing,Speakers and soundbars,Home Goods,General Public,100$ - 300$,High Fidelity Audio,4/29/2023,N/A,5%
937,Accessories,Laptops and desktops,Home Goods,Audiophiles,50$ - 200$,Durable,5/11/2023,N/A,15%
938,Computing,Smart home devices,Home Goods,Professionals,350$ - 500$,High Performance,11/29/2022,N/A,40%
939,Audio Equipment,Laptops and desktops,Home Goods,Youth,70$ - 310$,Durable,2/3/2023,N/A,10%
940,Home Appliances,Smartphones and tablets,Home Goods,Youth,350$ - 500$,High Performance,2/15/2023,N/A,15%
941,Home Appliances,Smartphones and tablets,Electronics,Families,70$ - 310$,Camera,9/25/2022,N/A,10%
942,Home Appliances,Speakers and soundbars,Home Goods,Families,350$ - 500$,Smart Connectivity,4/15/2023,N/A,25%
943,Audio Equipment,Laptops and desktops,Electronics,Families,30$ - 99$,Durable,10/18/2022,N/A,30%
944,Computing,Speakers and soundbars,Home Goods,Youth,50$ - 200$,High Fidelity Audio,10/21/2022,N/A,15%
945,Accessories,Laptops and desktops,Home Goods,Youth,30$ - 99$,Touchscreen,10/2/2022,N/A,35%
946,Accessories,Laptops and desktops,Home Goods,Audiophiles,70$ - 310$,Smart Connectivity,12/10/2022,N/A,35%
947,Mobile Devices,Smartphones and tablets,Home Goods,Families,350$ - 500$,High Performance,5/3/2023,N/A,5%
948,Accessories,Laptops and desktops,Electronics,Families,70$ - 310$,Touchscreen,9/6/2022,N/A,50%
949,Computing,Headphones and wearables,Home Goods,Families,200$ - 500$,Camera,6/6/2023,N/A,40%
950,Accessories,Smartphones and tablets,Home Goods,Audiophiles,350$ - 500$,Wireless,2/26/2023,N/A,10%
951,Computing,Laptops and desktops,Home Goods,Audiophiles,350$ - 500$,High Performance,12/5/2022,N/A,25%
952,Home Appliances,Laptops and desktops,Electronics,Youth,50$ - 200$,Camera,8/6/2022,N/A,25%
953,Computing,Laptops and desktops,Electronics,Audiophiles,70$ - 310$,Camera,1/2/2023,N/A,15%
954,Accessories,Smartphones and tablets,Home Goods,General Public,30$ - 99$,High Fidelity Audio,11/7/2022,N/A,30%
955,Accessories,Smart home devices,Home Goods,Youth,30$ - 99$,High Fidelity Audio,9/27/2022,N/A,15%
956,Accessories,Headphones and wearables,Home Goods,Audiophiles,100$ - 300$,High Performance,10/14/2022,N/A,40%
957,Home Appliances,Smart home devices,Home Goods,Families,30$ - 99$,Durable,7/18/2022,N/A,35%
958,Accessories,Smart home devices,Electronics,General Public,50$ - 200$,High Performance,8/27/2022,N/A,50%
959,Home Appliances,Smart home devices,Electronics,Families,30$ - 99$,Durable,5/2/2023,N/A,50%
960,Mobile Devices,Headphones and wearables,Home Goods,Audiophiles,30$ - 99$,Durable,12/16/2022,N/A,35%
961,Computing,Headphones and wearables,Electronics,Professionals,70$ - 310$,High Performance,10/7/2022,N/A,15%
962,Computing,Smart home devices,Electronics,Professionals,350$ - 500$,Wireless,11/29/2022,N/A,10%
963,Home Appliances,Smart home devices,Home Goods,Professionals,70$ - 310$,High Fidelity Audio,11/16/2022,N/A,35%
964,Accessories,Smart home devices,Electronics,Families,200$ - 500$,High Fidelity Audio,4/22/2023,N/A,40%
965,Home Appliances,Smartphones and tablets,Home Goods,Professionals,50$ - 200$,Smart Connectivity,6/4/2023,N/A,40%
966,Accessories,Smartphones and tablets,Home Goods,General Public,200$ - 500$,Durable,10/28/2022,N/A,15%
967,Home Appliances,Laptops and desktops,Home Goods,Audiophiles,350$ - 500$,Touchscreen,1/22/2023,N/A,25%
968,Accessories,Smart home devices,Electronics,Audiophiles,50$ - 200$,Wireless,12/23/2022,N/A,40%
969,Audio Equipment,Smartphones and tablets,Home Goods,Professionals,100$ - 300$,Wireless,9/6/2022,N/A,25%
970,Accessories,Smartphones and tablets,Electronics,Youth,100$ - 300$,Touchscreen,10/9/2022,N/A,40%
971,Home Appliances,Speakers and soundbars,Home Goods,General Public,350$ - 500$,Wireless,3/24/2023,N/A,35%
972,Computing,Smart home devices,Electronics,Professionals,30$ - 99$,Durable,9/19/2022,N/A,5%
973,Accessories,Laptops and desktops,Electronics,Audiophiles,200$ - 500$,High Performance,12/30/2022,N/A,15%
974,Audio Equipment,Smart home devices,Electronics,Professionals,350$ - 500$,Wireless,4/2/2023,N/A,15%
975,Computing,Laptops and desktops,Home Goods,Youth,30$ - 99$,High Performance,2/1/2023,N/A,50%
976,Mobile Devices,Laptops and desktops,Home Goods,General Public,50$ - 200$,Durable,1/7/2023,N/A,25%
977,Home Appliances,Headphones and wearables,Electronics,General Public,200$ - 500$,Durable,4/24/2023,N/A,10%
978,Accessories,Headphones and wearables,Home Goods,Youth,70$ - 310$,Camera,7/11/2022,N/A,25%
979,Mobile Devices,Smartphones and tablets,Electronics,General Public,30$ - 99$,High Fidelity Audio,6/6/2023,N/A,40%
980,Accessories,Laptops and desktops,Electronics,Families,70$ - 310$,Durable,3/25/2023,N/A,10%
981,Home Appliances,Smartphones and tablets,Electronics,Audiophiles,200$ - 500$,Touchscreen,2/21/2023,N/A,20%
982,Accessories,Headphones and wearables,Home Goods,Families,200$ - 500$,High Performance,5/18/2023,N/A,30%
983,Computing,Headphones and wearables,Electronics,Professionals,350$ - 500$,Camera,4/19/2023,N/A,35%
984,Computing,Smart home devices,Electronics,Audiophiles,50$ - 200$,High Fidelity Audio,1/16/2023,N/A,10%
985,Computing,Speakers and soundbars,Home Goods,Professionals,350$ - 500$,High Performance,9/14/2022,N/A,50%
986,Accessories,Smart home devices,Electronics,Families,100$ - 300$,Smart Connectivity,5/23/2023,N/A,10%
987,Home Appliances,Speakers and soundbars,Home Goods,Professionals,100$ - 300$,Camera,2/4/2023,N/A,10%
988,Accessories,Speakers and soundbars,Electronics,Families,200$ - 500$,Wireless,10/25/2022,N/A,35%
989,Mobile Devices,Smartphones and tablets,Home Goods,Families,350$ - 500$,Wireless,3/23/2023,N/A,15%
990,Audio Equipment,Smart home devices,Electronics,General Public,70$ - 310$,Touchscreen,6/6/2023,N/A,15%
991,Mobile Devices,Headphones and wearables,Electronics,Youth,100$ - 300$,Camera,10/9/2022,N/A,15%
992,Computing,Smartphones and tablets,Home Goods,Professionals,350$ - 500$,Touchscreen,5/31/2023,N/A,20%
993,Computing,Laptops and desktops,Electronics,Families,50$ - 200$,Wireless,10/3/2022,N/A,5%
994,Audio Equipment,Headphones and wearables,Electronics,General Public,100$ - 300$,Wireless,8/21/2022,N/A,40%
995,Mobile Devices,Laptops and desktops,Home Goods,Youth,70$ - 310$,High Fidelity Audio,2/19/2023,N/A,50%
996,Computing,Speakers and soundbars,Home Goods,Audiophiles,70$ - 310$,High Performance,2/16/2023,N/A,5%
997,Mobile Devices,Laptops and desktops,Electronics,Youth,50$ - 200$,Durable,3/24/2023,N/A,15%
998,Home Appliances,Laptops and desktops,Home Goods,Youth,350$ - 500$,Durable,11/20/2022,N/A,25%
999,Mobile Devices,Smart home devices,Home Goods,Families,350$ - 500$,Wireless,12/11/2022,N/A,15%
